,status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,num_special,
,"ولد الإيزام و عضو في Club Photo Isamm حاشتوا بمساندتكم في مسابقة لأحسن فيديوا تاع تطوع 
فوتيولوا ساهلة برشا أدخلوا لليان الفيديوا و إنزلوا جام Yasser Machat",U.S. Embassy Tunis,video,https://www.facebook.com/usdos.tunisia/videos/10153356240176218/,2016-03-24 17:15:22,3,0,0,3,0,0,0,0,0,0,
,"Registre now quickly !
http://1drv.ms/1PczmtH
le programme Microsoft Imagine Academy peut vous fournir un avantage distinctif. Une Certification démontre que vous avez une solide expérience et représente votre capital technique dans le marché international de travail. 
pour plus d'informations sur les avantages du programme visiter : 
http://bit.ly/1QYlrge",ISAMM Microsoft Club,photo,https://www.facebook.com/IsammMicrosoftClub/photos/a.711172548911927.1073741828.711150452247470/1209988029030374/?type=3,2016-03-19 18:22:49,1,0,0,1,0,0,0,0,0,0,
,"Prod'it
Decouvrez la communauté grandissante des freelances tunisiens !",RTCI,video,https://www.facebook.com/pageofficielleRTCI/videos/1114625855237006/,2016-03-18 18:33:06,0,0,0,0,0,0,0,0,0,0,
,"Créé ton profil uprodit afin d'entrer dans la communauté des freelances tunisiens 
Prod'it",Uprodit,link,http://www.uprodit.com/,2016-03-17 18:12:05,1,0,1,1,0,0,0,0,0,0,
,,Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,photo,https://www.facebook.com/356832424371408/photos/a.356889481032369.94256.356832424371408/990850820969562/?type=3,2016-03-17 11:02:32,3,0,0,3,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,video,https://www.facebook.com/uprodit/videos/1056574134400147/,2016-03-16 10:14:02,6,0,0,6,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,photo,https://www.facebook.com/uprodit/photos/a.524527214271511.1073741833.499361346788098/1056557891068438/?type=3,2016-03-16 10:13:54,1,0,0,1,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,video,https://www.facebook.com/uprodit/videos/1056540077736886/,2016-03-16 07:09:48,0,0,0,0,0,0,0,0,0,0,
,"M.Andrew Erskine
l’expérience anglaise : L’économie créative et le statut de freelancer",Uprod'it - The Tunisian Freelancers Association,photo,https://www.facebook.com/uprodit/photos/a.524527214271511.1073741833.499361346788098/1056532961070931/?type=3,2016-03-16 06:52:34,0,0,0,0,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,video,https://www.facebook.com/uprodit/videos/1056506344406926/,2016-03-16 05:46:13,0,0,0,0,0,0,0,0,0,0,
,"rejoignez nous...
notre programme est encore riche 
#TFD #isamm #manouba",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/783302611804427/?type=3,2016-03-16 05:26:56,17,0,2,17,0,0,0,0,0,0,
,"#join_us 
TFD 2016 #first_edition",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/783301385137883/?type=3,2016-03-16 05:22:22,2,0,0,2,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,photo,https://www.facebook.com/uprodit/photos/a.524527214271511.1073741833.499361346788098/1056492144408346/?type=3,2016-03-16 05:18:20,3,0,0,3,0,0,0,0,0,0,
,,Uprod'it - The Tunisian Freelancers Association,video,https://www.facebook.com/uprodit/videos/1056483767742517/,2016-03-16 05:02:02,0,0,0,0,0,0,0,0,0,0,
,"live from freelancer day 
#stay_tuned",Tunisian FREELANCER day #1,photo,https://www.facebook.com/ClubJ2I/photos/a.783283641806324.1073741833.201198273348200/783283668472988/?type=3,2016-03-16 04:29:03,12,0,0,12,0,0,0,0,0,0,
,#isamm #j2i #prodit #TFD2016 J-1,Tunisian Freelancers Day 2016,event,https://www.facebook.com/events/884309835016665/,2016-03-14 18:30:59,6,0,0,6,0,0,0,0,0,0,
,Tunisian Freelancers Day 2016 organsié par #Prodit et #ISAMM en partenariat avec les club Club Jeunes Ingénieurs Isamm club radio et club photo de l'ISAMM ! le 16 mars 2016,Tunisian FreeLancers Day - Ahmed Hermassi,video,https://www.youtube.com/watch?v=ac6tna-H2Ic,2016-03-14 13:06:38,2,0,0,2,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/779617472172941/?type=3,2016-03-08 13:49:10,2,0,0,2,0,0,0,0,0,0,
,,Tunisian Freelancers Day 2016,event,https://www.facebook.com/events/884309835016665/,2016-02-27 17:12:59,2,0,0,2,0,0,0,0,0,0,
,"✪ Software Engineer's Song ✪
https://youtu.be/iSZb2nS6VO8

Our only goal is to make team leaders dream come true; So we CTRL+C our code from stackoverflow.",✪ Software Engineer Song ✪,video,https://youtu.be/iSZb2nS6VO8,2016-02-23 02:46:02,1,1,0,1,0,0,0,0,0,0,
,,Together we achieve MORE ! 2ème rencontre ETUDIANTS-PROFESSIONNELS,event,https://www.facebook.com/events/205469573147219/,2016-02-22 12:35:44,0,0,0,0,0,0,0,0,0,0,
,https://www.facebook.com/events/884309835016665/,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/772081106259911/?type=3,2016-02-20 06:08:35,1,0,0,1,0,0,0,0,0,0,
,,ISAMM Web Camp,event,https://www.facebook.com/events/1017259771675212/,2016-02-20 04:09:43,4,0,0,4,0,0,0,0,0,0,
,,University of  Manouba UMA,photo,https://www.facebook.com/305409326148520/photos/a.305846269438159.71767.305409326148520/1063568266999285/?type=3,2016-02-15 17:42:38,1,0,0,1,0,0,0,0,0,0,
,"Club Jeunes ingénieurs ISAM en collaboration avec ACEUT ""Association des Chercheurs et Enseignants Universitaires Tunisiens""  lance une nouvelle formation en JAVA/J2EE à l'ISAMM
un certificat de participation sera remis à tous les participants

Horaire : Chaque samedi de 13h -> 17h ( 20février ->19 mars)
Frais de formation: 40dt.

N.B: Les places sont limités 
Pour toutes vos questions et réservations :

Mobile : +216 53 27 37 84
Mobile : +216 23 45 21 22",Formation JAVA/JEE,event,https://www.facebook.com/events/1696889773856794/,2016-02-14 08:47:18,0,0,0,0,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/769419506526071/?type=3,2016-02-14 08:22:48,5,2,6,5,0,0,0,0,0,0,
,"Participez à l'événement ""Tunisian Freelancers Day"", le 16 Mars au campus de Manouba. 
La journée des freelancers tunisiens sera notamment marquée par l'intervention de plusieurs personnalités majeurs du domaine du freelancing en Tunisie, par la cérémonie de lancement officiel de l’application uprodit, ainsi que par des séances de débats et réflexion. #TFD2016",Tunisian Freelancers Day 2016,event,https://www.facebook.com/events/884309835016665/,2016-02-13 05:22:14,2,0,0,2,0,0,0,0,0,0,
,,GDC ISAMM,event,https://www.facebook.com/events/900997689978687/,2015-12-29 16:04:14,0,0,0,0,0,0,0,0,0,0,
,,Isamm - Direction des études et des stages 2012 - 2017,photo,https://www.facebook.com/DirESISAMM/photos/a.417773421622395.70578708.415951185137952/971277166272015/?type=3,2015-12-25 17:39:46,1,0,0,1,0,0,0,0,0,0,
,,Top 9 Animation Libraries to Use in 2016,link,http://www.sitepoint.com/top-9-animation-libraries-use-2016/,2015-12-18 02:13:01,1,0,0,1,0,0,0,0,0,0,
,,Using Socket.IO and Cordova to Create a Real Time Chat App,link,http://www.sitepoint.com/using-socket-io-and-cordova-to-create-a-real-time-chat-app/,2015-12-17 02:45:19,0,0,0,0,0,0,0,0,0,0,
,,Five Simple Ways to Build Artificial Intelligence in 2016,link,http://www.sitepoint.com/five-simple-ways-to-build-artificial-intelligence-in-2016/,2015-12-17 02:44:17,0,0,1,0,0,0,0,0,0,0,
,,"Creating Your First Desktop App With HTML, JS and Electron",link,http://tutorialzine.com/2015/12/creating-your-first-desktop-app-with-html-js-and-electron/,2015-12-17 02:41:14,1,0,0,1,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM,photo,https://www.facebook.com/ClubJ2I/photos/a.742061742595181.1073741832.201198273348200/742061979261824/?type=3,2015-12-16 15:14:13,5,0,0,5,0,0,0,0,0,0,
,,BECH_MOUHANDESS,photo,https://www.facebook.com/ClubJ2I/photos/a.742061742595181.1073741832.201198273348200/742061979261824/?type=3,2015-12-16 14:36:01,16,2,2,16,0,0,0,0,0,0,
,"Si vous n'avez pas encore essayer le developpement mobile , vous en avez besoin pour votre "" Projet de Fin d'Etude "" .
Il est temps !
C'est votre chance de commencer et de découvrir tout ce qui est nouveau de l'Android !
#Your_Presence_Is_Our_Motivation
#ESENDROIDCLUB #ESEN #ANDROID",Formation Certifiante Android,event,https://www.facebook.com/events/192109401133411/,2015-12-15 17:16:53,3,0,0,3,0,0,0,0,0,0,
,#Bech_Mouhandes,#Bech_Mouhandes !..? بشمهندس,event,https://www.facebook.com/events/741054049371807/,2015-12-15 13:12:37,1,0,0,1,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/741706315964057/?type=3,2015-12-15 12:10:57,2,0,0,2,0,0,0,0,0,0,
,"soyez nombreux !
#Club_JeunesING #ISAMM 
#Bech_mouhandes 
#ESPRIT #AVENIR #EXPERIENCE",#Bech_Mouhandes !..? بشمهندس,event,https://www.facebook.com/events/741054049371807/,2015-12-14 18:24:26,2,0,0,2,0,0,0,0,0,0,
,,isamm,photo,https://www.facebook.com/isa2m/photos/a.264960540223667.62596.218832288169826/894162447303470/?type=3,2015-12-14 18:21:29,1,0,0,1,0,0,0,0,0,0,
,,حملة جمع تبرعات من أجل شراء حاسوبين محمولين لتعويض طالبتين سرقتا بالمعهد,event,https://www.facebook.com/events/1684289905147286/,2015-12-14 17:38:13,1,0,0,1,0,0,0,0,0,0,
,"De la conception à la production, de l’industrie à la construction, le métier d’ingénieur offre une incroyable palette d’emplois.
Inventer et fabriquer le monde de demain, telle est la palpitante mission de l’ingénieur.
vous êtes un futur ingénieur ? vous pensez que vous avez un esprit d'ingénieur?
Quelle est votre vision sur l'avenir ? entre les rêves et la réalité ... entre les compétences et les nouvelles tendances ? où se situe l'ingénieur ...

Club jeunes ingénieurs organise une conférence sous le nom de "" BECH_MOUHANDESS"" 
*** ESPRIT et AVENIR de l'ingénieur 
*** partage d'expérience et motivation 

Vous trouverez réponse à vos questions durant notre conférence, qui se tiendra ce mercredi 16 décembre 2015 de 12h à 15 h, à l'amphi de l'ISAMM et qui portera sur les différents thèmes, citée ci-dessus.

Nous serons en très bonne compagnie avec nos très chers et estimés:
-Mr Bassem Bouguerra : DG & Fondateur Tunipixel, ex-ingénieur à YAHOO 
-Dr Slim Mosfar : Enseignant a l'IHEC et directeur technique à YET GROUP 
-Dr Youssef Ben Hlima : entrepreneur et enseignant a l'ISAMM",#Bech_Mouhandes !..? بشمهندس,event,https://www.facebook.com/events/741054049371807/,2015-12-14 14:53:58,0,0,0,0,0,0,0,0,0,0,
,,"Popular design news of the week: December 7, 2015 – December 13, 2015",link,http://www.webdesignerdepot.com/2015/12/popular-design-news-of-the-week-december-7-2015-december-13-2015/,2015-12-14 02:04:30,0,0,0,0,0,0,0,0,0,0,
,Formation Adobe Premiere en collaboration avec ESEN Android Club,Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/741087732692582/?type=3,2015-12-13 17:11:16,8,1,1,8,0,0,0,0,0,0,
,,The Languages And Frameworks You Should Learn In 2016,link,http://tutorialzine.com/2015/12/the-languages-and-frameworks-you-should-learn-in-2016/,2015-12-13 04:16:06,1,0,0,1,0,0,0,0,0,0,
,,Isamm - Direction des études et des stages 2012 - 2017,photo,https://www.facebook.com/DirESISAMM/photos/a.417773421622395.70578708.415951185137952/964265966973135/?type=3,2015-12-12 17:37:23,4,0,0,4,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/740557686078920/?type=3,2015-12-12 06:44:16,12,0,1,12,0,0,0,0,0,0,
,,ISAMM Microsoft Club,photo,https://www.facebook.com/IsammMicrosoftClub/photos/a.711172548911927.1073741828.711150452247470/1144031902292654/?type=3,2015-12-11 16:15:25,2,0,0,2,0,0,0,0,0,0,
,,3 UX Mistakes That Are Killing Your Design,link,http://www.sitepoint.com/3-ux-mistakes-kill-design/,2015-12-11 09:35:20,1,1,0,1,0,0,0,0,0,0,
,,24 Beautiful Websites with Vertical Layouts,link,http://line25.com/inspiration/websites-with-vertical-layouts,2015-12-11 09:26:12,1,0,0,1,0,0,0,0,0,0,
,"rendez_vous demain 11h30 à l'amphi (isamm)
see you there 
#welcome_DAY #JeunesING",WELCOME DAY,event,https://www.facebook.com/events/148652612163485/,2015-12-10 18:10:17,0,0,0,0,0,0,0,0,0,0,
,,pfe-2016.pdf,link,https://drive.google.com/file/d/0B7wYWUweHGswdG5oRUdZTHlVTEE/view,2015-12-10 17:11:47,2,0,0,2,0,0,0,0,0,0,
,"Ce vendredi le 11 décembre , le CLUB JEUNES INGENIEURS ISAMM organise la 1ere édition du Welcome Day. Cette journée d’accueil sera pendant la pause déjeuner à l'amphi",WELCOME DAY,event,https://www.facebook.com/events/148652612163485/,2015-12-08 17:40:52,0,0,0,0,0,0,0,0,0,0,
,"https://www.facebook.com/events/1662571540652596/
GRATUIT pour les membres jeunes ingénieurs 
n'oubliez pas vos carte membre",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/739293039538718/?type=3,2015-12-08 16:45:07,3,1,0,3,0,0,0,0,0,0,
,"On organise en collaboration avec ESEN Android Club une formation Adobe Première.
GRATUIT pour les membres jeunes ingénieurs 
Le nombre de participants sera limité",Formation Montage Video avec Adobe Premiere,event,https://www.facebook.com/events/1662571540652596/,2015-12-08 14:56:33,6,0,0,6,0,0,0,0,0,0,
,Formation #Photoshop en collaboration avec club Esen AI & Robotics à l'ESEN Manouba,Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/738587212942634/?type=3,2015-12-06 14:13:17,5,1,2,5,0,0,0,0,0,0,
,Offre de stage #PFE,Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/737256996408989/?type=3,2015-12-02 19:02:41,2,0,4,2,0,0,0,0,0,0,
,,Initiation en C# et Applications Universelles,event,https://www.facebook.com/events/521655961343204/,2015-12-01 03:25:00,3,0,0,3,0,0,0,0,0,0,
,"Formation #Django
Merci pour tous les participants",Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/736471296487559/?type=3,2015-11-30 15:32:45,5,0,1,5,0,0,0,0,0,0,
,"Les membres inscrits au club Jeunes Ingénieurs ISAMM et qui ont déjà confirmés leur inscription, peuvent rejoindre ce groupe
merci",,status,,2015-11-29 06:14:06,0,0,0,0,0,0,0,0,0,0,
,"On organise en collaboration avec ESEN AI & Robotics Clubune formation Photoshop. GRATUIT pour les membres jeunes ingénieurs 
Le nombre de participants sera limité",Formation Photoshop,event,https://www.facebook.com/events/431800717015010/,2015-11-28 17:35:50,4,0,0,4,0,0,0,0,0,0,
,"Formation Django spécialement pour 2éme ingénieurs ISAMM
#Jeunes_ingénieurs",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/735563976578291/?type=3,2015-11-27 17:50:03,2,0,2,2,0,0,0,0,0,0,
,,Club Photo Isamm,photo,https://www.facebook.com/clubphotoisamm/photos/a.492391460933229.1073741845.385369711635405/492391510933224/?type=3,2015-11-27 17:04:28,14,0,0,14,0,0,0,0,0,0,
,"L'ISAMM accueillera demain 27/11 matin une équipe de 40 militaires qui travaillent dans le domaine de la communication MM et qui viennent visiter l'Institut pour échange d'expérience en la matière.
Les représentants des clubs et les étudiants intéressés sont invités à assister à cette rencontre prévue vers 9h.
(Possibilité de dénicher des projets de PFE)",,status,,2015-11-26 13:32:01,9,0,0,9,0,0,0,0,0,0,
,,Super News Live,video,https://www.facebook.com/SuperNewsLive/videos/885168321532308/,2015-11-18 17:45:59,4,0,0,4,0,0,0,0,0,0,
,"Club ISG UP en colllaboration avec club Jeunes Ingénieurs ISAMM vous invite à assister à une formation gratuite en PHOTOSHOP.
#isamm #j2i",Formation gratuite en PHOTOSHOP,event,https://www.facebook.com/events/928977497183465/,2015-11-18 14:02:48,9,0,0,9,0,0,0,0,0,0,
,"http://influans.com recrute en Tunisie une graphiste qui maîtrise Css3. 
La connaissance du frameworks material design est un plus, eventuellement la connaissance de bootstrap ou autre framework Css est la bienvenue.

Nous vous prions d'envoyer vos CVs à it@1vu.fr 
(http://1vu.fr est le représentant de influans en Tunisie)",influans.com,link,http://influans.com/,2015-11-17 02:22:29,0,0,0,0,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/731157693685586/?type=3,2015-11-13 17:23:38,3,0,0,3,0,0,0,0,0,0,
,"Bonsoir, nous vous remercions de votre confiance et bonne volonté et vous annonçons que les cartes de membres seront prêtes ce mardi. Pour pourrez donc venir les récupérer au local des clubs pres de la buvette. Bonne soirée à tous.
#isamm #j2i",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/731139647020724/?type=3,2015-11-13 16:06:03,2,0,2,2,0,0,0,0,0,0,
,,مسرحية ( إنتفاضة السكاكين ) ISAMM,video,https://youtu.be/Cfuu8_tZ-GE,2015-11-11 16:17:09,3,2,4,3,0,0,0,0,0,0,
,"Bonsoir à tous, le club des jeunes ingénieurs de l'isamm à l'honneur de vous inviter a nous rejoindre pour de bon, demain durant la pause de midi (11h40-12h15) affin de confirmer votre pré-inscription. Nous vous demandons de venir  avec 3dt pour les frais d'inscription, une carte de membre vous sera remise d'ici  la semaine prochaine inchallah. Merci",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/730507323750623/?type=3,2015-11-11 13:06:45,3,0,4,3,0,0,0,0,0,0,
,,Pour que votre chanson préférée n'ait plus jamais de fin - Korben,link,https://korben.info/pour-que-votre-chanson-preferee-nait-plus-jamais-de-fin.html,2015-11-11 03:45:04,2,0,0,2,0,0,0,0,0,0,
,"Ouverture de la Formation Dev. Web ISAMM
24-10-2015 // 28-11-2015
merci beaucoup monsieur Mehrez et monsieur Maher 
Merci a Club Photo Isamm pour la médiatisation
#UGET #J2I",ISAMMالإتحاد العام لطلبة تونس بالمعهد العالي لفنون الملتميديا بمنوبة,video,https://www.facebook.com/isamm.uget/videos/899056416837048/,2015-11-07 02:25:13,3,0,0,3,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/728102037324485/?type=3,2015-11-04 02:10:23,1,0,0,1,0,0,0,0,0,0,
,"la 2eme formation bootstrap 3 partie 2 (avancé). 
merci Farouk Hadj Ali ( club radio ) , Maroua Khiari ( Club Photo )",ISAMMالإتحاد العام لطلبة تونس بالمعهد العالي لفنون الملتميديا بمنوبة,photo,https://www.facebook.com/isamm.uget/photos/a.898167450259278.1073741827.150075135068517/898167763592580/?type=3,2015-11-01 06:27:20,1,0,0,1,0,0,0,0,0,0,
,merci Maroua Khiari et merci Club Radio pour l matériel sono,ISAMMالإتحاد العام لطلبة تونس بالمعهد العالي لفنون الملتميديا بمنوبة,photo,https://www.facebook.com/isamm.uget/photos/a.895280723881284.1073741826.150075135068517/895280767214613/?type=3,2015-11-01 06:25:01,0,0,0,0,0,0,0,0,0,0,
,"Pour tous les étudiants  qui on fait leur pré-inscription, nous vous appelerons après la semaine des DS pour comfirmer et récupérer la carte de membre.  Merci à vous d'avoir choisi le j2i !
#J2I #inscription",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/726748567459832/?type=3,2015-10-30 14:09:08,0,1,0,0,0,0,0,0,0,0,
,"Correction Test 1 :
semaine 1 - 24 octobre 2015 - formation bootstrap 3
#j2i #uget",correction test 1 formation bootstrap 3 partie 1,video,https://youtu.be/wl2FpWRgNJg,2015-10-30 13:52:26,0,0,0,0,0,0,0,0,0,0,
,"Correction Test 2 :
semaine 1 - 24 octobre 2015 - formation bootstrap 3
#j2i #uget",correction test 2 formation bootstrap 3 partie 1,video,https://www.youtube.com/watch?v=WuGfBX2_bGQ&feature=youtu.be,2015-10-30 13:49:00,0,0,0,0,0,0,0,0,0,0,
,"HACKATHON 2015 « Apps for Democracy » : http://appsfordemocracy.tn/
Chers étudiants, je vous encourage fortement à participer à ce challenge de 48h au nom de l'ISAMM (équipe de 2 personnes).
C'est un challenge pour le développement d’applications Open Data utiles, pratiques et innovants.
Si vous avez des idées de projet intéressants, vous pouvez me contacter rapidement à drfarahmohamed@gmail.com, sans oublier de m'envoyer l'idée + CV.
Il y a des prix pour les meilleurs projets et possibilité de coaching par Carthage Business Angels, pour le montage de start-ups.",Apps For Democracy,link,http://appsfordemocracy.tn/,2015-10-29 17:16:37,1,0,0,1,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/726232764178079/?type=3,2015-10-28 17:30:42,0,0,0,0,0,0,0,0,0,0,
,"video 3/3
semaine 1 - 24 octobre 2015 - formation bootstrap 3 

https://www.facebook.com/events/1257599000933674/
#j2i #uget",formation bootstrap 3 partie 1 video 3,video,https://www.youtube.com/watch?v=oD9Z6WANxOo&index=3&list=PLSNzIRIpJxHQsFbMHFqOJVBR5r16HfqKw,2015-10-28 03:26:01,0,0,1,0,0,0,0,0,0,0,
,"video 2/3
semaine 1 - 24 octobre 2015 - formation bootstrap 3 

https://www.facebook.com/events/1257599000933674/
#j2i #uget",formation bootstrap 3 partie 1 video 2,video,https://www.youtube.com/watch?v=_wMlGP2bDxM&index=2&list=PLSNzIRIpJxHQsFbMHFqOJVBR5r16HfqKw,2015-10-28 03:22:56,1,0,1,1,0,0,0,0,0,0,
,"video 1/3
semaine 1 - 24 octobre 2015 - formation bootstrap 3 

https://www.facebook.com/events/1257599000933674/
#j2i #uget",formation bootstrap 3 partie 1 video 1,video,https://youtu.be/_MB8fgkZAMg,2015-10-27 10:45:46,1,0,1,1,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/725213007613388/?type=3,2015-10-25 07:30:51,3,0,1,3,0,0,0,0,0,0,
,"Nous vous remercions pour votre confiance ! ^^
À la semaine prochaine nchalh.
#j2i",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/725210297613659/?type=3,2015-10-25 07:15:56,9,0,1,9,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/725202970947725/?type=3,2015-10-25 06:36:47,4,0,0,4,0,0,0,0,0,0,
,"Formulaire de pre-inscription : https://goo.gl/UNQ3Eb
Page facebook : www.facebook.com/ClubJ2I

Faire partie de notre club vous permettra de :
- Etre prioritaire pour participer à nos formations 
- Prendre part à l’organisation de nos évènements
- Etre informer en ce qui concerne toutes nos activités et formations futures  
- Réduire les frais pour les formations payantes et certifiées
- Traiter toute sorte de difficultés ou problèmes qui peuvent vous rencontrer lors de votre cursus 
- Demander la planification d’une formation s’il y a un nombre inimum de 10 participants.
#isamm #j2i",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/725200497614639/?type=3,2015-10-25 06:20:06,6,3,2,6,0,0,0,0,0,0,
,Le Club Jeunes Ingénieurs a l'honneur de vous inviter à une session de recrutement pour l'année 2015-2016,Recrutement au Club Jeunes Ingénieurs Isamm,link,https://www.goo.gl/UNQ3Eb,2015-10-21 12:33:57,1,0,0,1,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/723845084416847/?type=3,2015-10-20 19:01:43,5,1,0,5,0,0,0,0,0,0,
,,Formation certifiante et gratuite en développement web,event,https://www.facebook.com/events/1257599000933674/,2015-10-20 18:43:31,0,0,0,0,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM,photo,https://www.facebook.com/ClubJ2I/photos/a.201198570014837.50557.201198273348200/722770581190964/?type=3,2015-10-17 04:43:13,1,0,0,1,0,0,0,0,0,0,
,,Jeunes Ingénieurs ISAMM's cover photo,photo,https://www.facebook.com/ClubJ2I/photos/a.201200726681288.50560.201198273348200/722769824524373/?type=3,2015-10-17 04:39:06,0,0,0,0,0,0,0,0,0,0,
,refonte logo #J2i,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/722768871191135/?type=3,2015-10-17 04:33:30,3,0,0,3,0,0,0,0,0,0,
,,Developing in the Cloud: an Introduction,link,http://www.sitepoint.com/developing-in-the-cloud-an-introduction/,2015-09-30 02:01:37,0,0,0,0,0,0,0,0,0,0,
,"Qu'est-ce que les websockets et à quoi ça sert ?
#websocket #j2i",Qu'est-ce que les websockets et à quoi ça sert ?,link,http://sametmax.com/quest-ce-que-les-websockets-et-a-quoi-ca-sert/,2015-09-17 14:37:19,0,0,0,0,0,0,0,0,0,0,
,"ببالغ الحزن والاسى تلقينا خبر وفاة حميدة الدريدي فجر هذا اليوم
نتقدم بتعازينا الحارة الى عائلة الفقيد راجين من الله تعالى ان يتغمد روحه بواسع رحمته وأن يلهم أهله وذويه جميل الصبر و السلوان
وانا لله وانا اليه راجعون",Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/690073434460679/?type=3,2015-07-27 06:21:14,2,0,0,2,0,0,0,0,0,0,
,,Youssef,link,https://www.facebook.com/ClubJ2I/posts/687993588001997,2015-07-23 14:32:08,0,0,0,0,0,0,0,0,0,0,
,,isamm,photo,https://www.facebook.com/isa2m/photos/a.798594330193616.1073741957.218832288169826/798594446860271/?type=3,2015-04-25 18:07:39,1,0,0,1,0,0,0,0,0,0,
,"[1st april]
Google inversed
https://com.google/",elgooG,link,https://com.google/,2015-04-01 13:10:28,0,0,0,0,0,0,0,0,0,0,
,,Payez en Ticket Restaurant grâce au NFC ! – Orange Business Lounge,link,http://businesslounge.orange.fr/actualites/payez-en-ticket-restaurant-grace-au-nfc,2015-03-31 17:46:59,0,0,0,0,0,0,0,0,0,0,
,,Video,link,https://www.dropbox.com/sh/xz5dzpqwj9xwaar/AADlr2z-E2Jqiuv4CoNRxsxIa?dl=0,2015-03-28 05:18:11,0,0,0,0,0,0,0,0,0,0,
,,Timeline Photos,photo,https://www.facebook.com/ClubJ2I/photos/a.201201303347897.50561.201198273348200/620623904738966/?type=3,2015-03-24 17:41:59,0,0,0,0,0,0,0,0,0,0,
,jury #TNWebdays hack mobile,Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/610983522369671/?type=3,2015-03-09 01:52:23,1,0,0,1,0,0,0,0,0,0,
,#TNWebday #j2i #gomob,Photos from Jeunes Ingénieurs ISAMM's post,photo,https://www.facebook.com/ClubJ2I/photos/a.609876492480374.1073741830.201198273348200/610980932369930/?type=3,2015-03-09 01:37:56,6,0,0,6,0,0,0,0,0,0,
